,pitch_type,game_date,release_speed,batter,stand,balls,strikes,plate_x,plate_z,outs_when_up,inning,game_pk,bat_score,fld_score,on_base,prev_events,prev_zone,prev_type,prev_bb_type,prev_plate_x,prev_plate_z
15863,FF,2013-06-21,97.7,474233,L,0,0,-0.24,2.13,2,5,347850,0,4,0,,,,,,
15864,SL,2013-06-21,92.3,425547,L,2,2,0.55,1.57,1,5,347850,0,4,0,field_out,5.0,X,line_drive,-0.24,2.13
15865,FF,2013-06-21,99.7,425547,L,2,1,-0.84,3.03,1,5,347850,0,4,0,strikeout,9.0,S,,0.55,1.57
15866,FF,2013-06-21,98.7,425547,L,1,1,-1.81,3.43,1,5,347850,0,4,0,,11.0,S,,-0.84,3.03
15867,FF,2013-06-21,97.9,425547,L,0,1,1.13,2.78,1,5,347850,0,4,0,,11.0,B,,-1.81,3.43
15868,FF,2013-06-21,99.1,425547,L,0,0,0.14,2.97,1,5,347850,0,4,0,,12.0,B,,1.13,2.78
15869,FF,2013-06-21,97.5,430948,L,0,0,0.72,2.88,0,5,347850,0,4,0,,5.0,S,,0.14,2.97
15852,SL,2013-06-21,91.1,545361,R,2,2,1.09,1.05,2,6,347850,0,4,0,,,,,,
15853,FF,2013-06-21,100.7,545361,R,2,2,-0.35,2.58,2,6,347850,0,4,0,strikeout,14.0,S,,1.09,1.05
15854,SL,2013-06-21,92.7,545361,R,2,1,0.84,1.22,2,6,347850,0,4,0,,4.0,S,,-0.35,2.58
15855,FF,2013-06-21,94.0,545361,R,1,1,0.9,0.9,2,6,347850,0,4,0,,14.0,S,,0.84,1.22
15856,SL,2013-06-21,91.5,545361,R,0,1,1.16,1.77,2,6,347850,0,4,0,,14.0,B,,0.9,0.9
15857,KC,2013-06-21,84.7,545361,R,0,0,0.53,2.16,2,6,347850,0,4,0,,14.0,B,,1.16,1.77
15858,FF,2013-06-21,97.2,430947,L,1,0,0.3,2.67,1,6,347850,0,4,0,,9.0,S,,0.53,2.16
15859,CH,2013-06-21,89.9,430947,L,0,0,0.37,0.28,1,6,347850,0,4,0,field_out,6.0,X,ground_ball,0.3,2.67
15860,FF,2013-06-21,98.0,488721,R,1,1,0.43,2.77,0,6,347850,0,4,0,,14.0,B,,0.37,0.28
15861,KC,2013-06-21,81.5,488721,R,0,1,0.01,0.74,0,6,347850,0,4,0,field_out,6.0,X,ground_ball,0.43,2.77
15862,FF,2013-06-21,94.8,488721,R,0,0,0.42,2.64,0,6,347850,0,4,0,,14.0,B,,0.01,0.74
15833,FF,2013-06-21,97.4,430948,L,3,2,-0.08,2.36,1,7,347850,1,4,1,,,,,,
15834,FF,2013-06-21,98.7,430948,L,3,2,-0.16,2.17,1,7,347850,1,4,1,single,5.0,X,ground_ball,-0.08,2.36
15835,FF,2013-06-21,94.1,430948,L,2,2,0.43,0.17,1,7,347850,1,4,1,,5.0,S,,-0.16,2.17
15836,SL,2013-06-21,91.9,430948,L,2,1,-0.34,1.65,1,7,347850,1,4,1,,14.0,B,,0.43,0.17
15837,FF,2013-06-21,97.0,430948,L,2,0,-0.18,2.34,1,7,347850,1,4,1,,7.0,S,,-0.34,1.65
15838,FF,2013-06-21,97.0,430948,L,1,0,1.31,2.73,1,7,347850,1,4,1,,5.0,S,,-0.18,2.34
15839,FF,2013-06-21,97.1,430948,L,0,0,1.35,2.45,1,7,347850,1,4,1,,12.0,B,,1.31,2.73
15840,FF,2013-06-21,98.4,435062,R,3,2,-1.09,2.16,0,7,347850,1,4,1,,12.0,B,,1.35,2.45
15841,SL,2013-06-21,92.7,435062,R,2,2,0.72,1.25,0,7,347850,1,4,1,field_out,13.0,X,ground_ball,-1.09,2.16
15842,FF,2013-06-21,98.0,435062,R,2,1,-0.87,2.52,0,7,347850,1,4,1,,9.0,B,,0.72,1.25
15843,SL,2013-06-21,92.4,435062,R,1,1,0.76,1.26,0,7,347850,1,4,1,,11.0,S,,-0.87,2.52
15844,FF,2013-06-21,97.0,435062,R,1,0,-0.5,3.12,0,7,347850,1,4,1,,14.0,B,,0.76,1.26
15845,FF,2013-06-21,98.1,435062,R,0,0,-0.29,0.91,0,7,347850,1,4,1,,1.0,S,,-0.5,3.12
15846,FF,2013-06-21,98.0,444432,R,3,0,1.34,3.01,0,7,347850,1,4,0,,13.0,B,,-0.29,0.91
15847,FF,2013-06-21,97.0,444432,R,2,0,0.34,0.69,0,7,347850,1,4,0,walk,12.0,B,,1.34,3.01
15848,SL,2013-06-21,92.1,444432,R,1,0,-0.02,0.4,0,7,347850,1,4,0,,14.0,B,,0.34,0.69
15849,SL,2013-06-21,90.1,444432,R,0,0,0.93,2.33,0,7,347850,1,4,0,,13.0,B,,-0.02,0.4
15850,FF,2013-06-21,94.6,405395,R,1,0,-0.1,1.88,0,7,347850,0,4,0,,14.0,B,,0.93,2.33
15851,KC,2013-06-21,82.8,405395,R,0,0,-1.27,1.76,0,7,347850,0,4,0,home_run,8.0,X,line_drive,-0.1,1.88
15806,CH,2013-06-28,86.9,502582,L,0,2,0.07,1.22,2,1,347935,3,0,2,,,,,,
15807,CH,2013-06-28,88.1,502582,L,0,1,-0.17,1.07,2,1,347935,3,0,2,field_out,14.0,X,fly_ball,0.07,1.22
15808,FF,2013-06-28,98.1,502582,L,0,0,-0.48,1.75,2,1,347935,3,0,2,,13.0,S,,-0.17,1.07
15809,SL,2013-06-28,90.2,430001,R,1,0,0.6,1.96,2,1,347935,3,0,1,,7.0,S,,-0.48,1.75
15810,SI,2013-06-28,96.5,430001,R,0,0,0.93,1.76,2,1,347935,3,0,1,single,9.0,X,line_drive,0.6,1.96
15811,FF,2013-06-28,97.8,464433,L,2,1,-0.11,2.59,2,1,347935,2,0,1,,14.0,B,,0.93,1.76
15812,FF,2013-06-28,97.1,464433,L,2,0,0.05,3.25,2,1,347935,2,0,1,single,5.0,X,ground_ball,-0.11,2.59
15813,CH,2013-06-28,88.3,464433,L,1,0,0.18,1.61,2,1,347935,2,0,1,,2.0,S,,0.05,3.25
15814,FF,2013-06-28,97.5,464433,L,0,0,1.54,-0.17,2,1,347935,2,0,1,,14.0,B,,0.18,1.61
15815,FF,2013-06-28,96.8,518960,R,0,1,0.09,1.57,0,1,347935,1,0,3,,14.0,B,,1.54,-0.17
15816,FF,2013-06-28,96.9,518960,R,0,0,-0.32,1.84,0,1,347935,1,0,3,grounded_into_double_play,8.0,X,ground_ball,0.09,1.57
15817,SI,2013-06-28,97.2,133380,R,1,2,-2.55,3.59,0,1,347935,0,0,3,,7.0,S,,-0.32,1.84
15818,SL,2013-06-28,91.1,133380,R,0,2,0.71,0.9,0,1,347935,0,0,3,hit_by_pitch,11.0,B,,-2.55,3.59
15819,SL,2013-06-28,91.9,133380,R,0,1,0.1,1.55,0,1,347935,0,0,3,,14.0,B,,0.71,0.9
15820,FF,2013-06-28,97.6,133380,R,0,0,0.48,1.95,0,1,347935,0,0,3,,14.0,S,,0.1,1.55
15821,SI,2013-06-28,96.6,460576,R,2,1,-0.9,2.08,0,1,347935,0,0,2,,9.0,S,,0.48,1.95
15822,SI,2013-06-28,94.7,460576,R,1,1,-0.44,1.09,0,1,347935,0,0,2,single,13.0,X,line_drive,-0.9,2.08
15823,FF,2013-06-28,96.6,460576,R,1,0,-0.21,2.5,0,1,347935,0,0,2,,13.0,B,,-0.44,1.09
15824,FF,2013-06-28,97.3,460576,R,0,0,1.09,1.34,0,1,347935,0,0,2,,5.0,S,,-0.21,2.5
15825,FF,2013-06-28,98.9,516416,R,1,2,-0.67,2.21,0,1,347935,0,0,1,,14.0,B,,1.09,1.34
15826,FF,2013-06-28,94.8,516416,R,1,1,-0.77,2.76,0,1,347935,0,0,1,single,4.0,X,ground_ball,-0.67,2.21
15827,FF,2013-06-28,94.7,516416,R,1,0,0.35,1.84,0,1,347935,0,0,1,,1.0,S,,-0.77,2.76
15828,FF,2013-06-28,97.0,516416,R,0,0,-0.6,4.04,0,1,347935,0,0,1,,9.0,S,,0.35,1.84
15829,FF,2013-06-28,94.6,493114,L,3,0,-0.11,3.57,0,1,347935,0,0,0,,11.0,B,,-0.6,4.04
15830,FF,2013-06-28,92.5,493114,L,2,0,-1.97,3.18,0,1,347935,0,0,0,walk,11.0,B,,-0.11,3.57
15831,FF,2013-06-28,92.7,493114,L,1,0,0.27,1.5,0,1,347935,0,0,0,,11.0,B,,-1.97,3.18
15832,FF,2013-06-28,93.9,493114,L,0,0,-0.24,1.49,0,1,347935,0,0,0,,8.0,B,,0.27,1.5
15795,FF,2013-06-28,96.1,460576,R,0,0,1.15,1.41,2,2,347935,3,0,1,,,,,,
15796,KC,2013-06-28,82.3,516416,R,1,2,0.17,1.72,1,2,347935,3,0,1,caught_stealing_2b,14.0,B,,1.15,1.41
15797,FF,2013-06-28,95.2,516416,R,0,2,-0.66,4.22,1,2,347935,3,0,1,field_out,8.0,X,fly_ball,0.17,1.72
15798,KC,2013-06-28,84.0,516416,R,0,1,0.62,2.62,1,2,347935,3,0,1,,11.0,B,,-0.66,4.22
15799,FF,2013-06-28,96.2,516416,R,0,0,0.52,2.01,1,2,347935,3,0,1,,6.0,S,,0.62,2.62
15800,SI,2013-06-28,95.7,493114,L,2,1,-0.3,2.24,1,2,347935,3,0,0,,9.0,S,,0.52,2.01
15801,CH,2013-06-28,87.6,493114,L,1,1,-0.82,0.59,1,2,347935,3,0,0,single,4.0,X,ground_ball,-0.3,2.24
15802,SI,2013-06-28,95.7,493114,L,1,0,0.07,2.17,1,2,347935,3,0,0,,13.0,B,,-0.82,0.59
15803,KC,2013-06-28,82.3,493114,L,0,0,-1.2,1.27,1,2,347935,3,0,0,,5.0,S,,0.07,2.17
15804,FF,2013-06-28,93.8,518782,R,1,0,0.31,2.33,0,2,347935,3,0,0,,13.0,B,,-1.2,1.27
15805,FF,2013-06-28,96.8,518782,R,0,0,-0.42,1.71,0,2,347935,3,0,0,field_out,9.0,X,ground_ball,0.31,2.33
15781,FF,2013-06-28,97.0,518960,R,2,2,0.4,1.66,2,3,347935,3,7,0,,,,,,
15782,SL,2013-06-28,91.3,518960,R,2,2,-0.23,1.86,2,3,347935,3,7,0,strikeout,9.0,S,,0.4,1.66
15783,FF,2013-06-28,99.5,518960,R,2,2,0.0,2.16,2,3,347935,3,7,0,,8.0,S,,-0.23,1.86
15784,KC,2013-06-28,83.2,518960,R,2,2,1.44,0.92,2,3,347935,3,7,0,,5.0,S,,0.0,2.16
15785,KC,2013-06-28,83.3,518960,R,2,2,-0.56,2.64,2,3,347935,3,7,0,,14.0,S,,1.44,0.92
15786,FF,2013-06-28,96.4,518960,R,2,2,0.7,1.34,2,3,347935,3,7,0,,4.0,S,,-0.56,2.64
15787,KC,2013-06-28,82.1,518960,R,2,1,-0.94,2.95,2,3,347935,3,7,0,,14.0,S,,0.7,1.34
15788,FF,2013-06-28,96.5,518960,R,1,1,2.06,1.18,2,3,347935,3,7,0,,11.0,S,,-0.94,2.95
15789,FF,2013-06-28,95.9,518960,R,1,0,0.64,2.0,2,3,347935,3,7,0,,14.0,B,,2.06,1.18
15790,FF,2013-06-28,94.5,518960,R,0,0,0.85,0.99,2,3,347935,3,7,0,,9.0,S,,0.64,2.0
15791,SI,2013-06-28,96.6,133380,R,1,1,-0.56,2.03,1,3,347935,3,7,0,,14.0,B,,0.85,0.99
15792,CH,2013-06-28,85.1,133380,R,0,1,-0.51,3.91,1,3,347935,3,7,0,field_out,7.0,X,ground_ball,-0.56,2.03
15793,FF,2013-06-28,94.4,133380,R,0,0,-0.1,2.74,1,3,347935,3,7,0,,11.0,B,,-0.51,3.91
15794,FF,2013-06-28,94.1,460576,R,0,0,-0.23,2.04,0,3,347935,3,7,0,,5.0,S,,-0.1,2.74
15767,FF,2013-06-28,100.2,452733,R,1,2,-0.55,1.68,2,4,347935,3,8,1,,,,,,
15768,FF,2013-06-28,94.7,452733,R,1,1,-0.2,2.34,2,4,347935,3,8,1,strikeout,7.0,S,,-0.55,1.68
15769,FF,2013-06-28,93.6,452733,R,0,1,0.72,0.84,2,4,347935,3,8,1,,5.0,S,,-0.2,2.34
15770,FF,2013-06-28,94.6,452733,R,0,0,0.09,2.08,2,4,347935,3,8,1,,14.0,B,,0.72,0.84
15771,KC,2013-06-28,81.0,502582,L,0,2,0.1,1.44,2,4,347935,3,8,0,,8.0,S,,0.09,2.08
15772,FF,2013-06-28,94.6,502582,L,0,1,0.52,1.99,2,4,347935,3,8,0,single,8.0,X,line_drive,0.1,1.44
15773,FF,2013-06-28,94.8,502582,L,0,0,0.43,2.09,2,4,347935,3,8,0,,9.0,S,,0.52,1.99
15774,FF,2013-06-28,95.3,430001,R,3,2,-0.7,2.91,1,4,347935,3,8,0,,6.0,S,,0.43,2.09
15775,FF,2013-06-28,93.8,430001,R,3,1,0.35,2.66,1,4,347935,3,8,0,field_out,4.0,X,ground_ball,-0.7,2.91
15776,CH,2013-06-28,91.4,430001,R,2,1,-1.03,3.44,1,4,347935,3,8,0,,6.0,S,,0.35,2.66
15777,FF,2013-06-28,94.5,430001,R,1,1,-1.04,2.71,1,4,347935,3,8,0,,11.0,B,,-1.03,3.44
15778,KC,2013-06-28,83.0,430001,R,0,1,1.0,1.06,1,4,347935,3,8,0,,13.0,B,,-1.04,2.71
15779,SL,2013-06-28,92.7,430001,R,0,0,-0.69,1.95,1,4,347935,3,8,0,,14.0,B,,1.0,1.06
15780,CH,2013-06-28,92.1,464433,L,0,0,-0.43,2.65,0,4,347935,3,8,0,,7.0,S,,-0.69,1.95
15754,FF,2013-06-28,97.2,133380,R,1,1,0.24,2.29,1,5,347935,3,8,2,,,,,,
15755,SI,2013-06-28,95.7,133380,R,1,0,-0.2,0.98,1,5,347935,3,8,2,grounded_into_double_play,5.0,X,ground_ball,0.24,2.29
15756,KC,2013-06-28,83.7,133380,R,0,0,0.56,1.35,1,5,347935,3,8,2,,13.0,S,,-0.2,0.98
15757,FF,2013-06-28,96.2,460576,R,0,0,0.08,1.78,1,5,347935,3,8,1,,14.0,B,,0.56,1.35
15758,FF,2013-06-28,95.2,516416,R,3,0,0.35,0.75,1,5,347935,3,8,0,single,8.0,X,line_drive,0.08,1.78
15759,SI,2013-06-28,96.3,516416,R,2,0,-0.06,1.11,1,5,347935,3,8,0,walk,14.0,B,,0.35,0.75
15760,SL,2013-06-28,90.8,516416,R,1,0,0.95,1.76,1,5,347935,3,8,0,,13.0,B,,-0.06,1.11
15761,FF,2013-06-28,96.0,516416,R,0,0,-0.28,1.12,1,5,347935,3,8,0,,14.0,B,,0.95,1.76
15762,FF,2013-06-28,99.7,493114,L,2,2,0.52,1.53,0,5,347935,3,8,0,,13.0,B,,-0.28,1.12
15763,FF,2013-06-28,94.3,493114,L,2,1,-0.3,2.1,0,5,347935,3,8,0,field_out,9.0,X,ground_ball,0.52,1.53
15764,KC,2013-06-28,83.1,493114,L,1,1,-1.63,1.99,0,5,347935,3,8,0,,4.0,S,,-0.3,2.1
15765,FF,2013-06-28,94.6,493114,L,0,1,0.86,1.8,0,5,347935,3,8,0,,13.0,B,,-1.63,1.99
15766,SI,2013-06-28,93.4,493114,L,0,0,-0.91,2.38,0,5,347935,3,8,0,,14.0,B,,0.86,1.8
15739,CH,2013-06-28,88.1,518725,L,0,1,0.07,0.97,2,6,347935,3,8,2,,,,,,
15740,FF,2013-06-28,98.6,518725,L,0,0,-0.71,2.25,2,6,347935,3,8,2,field_out,14.0,X,ground_ball,0.07,0.97
15741,SI,2013-06-28,96.4,502582,L,3,0,0.38,0.98,2,6,347935,3,8,1,,4.0,S,,-0.71,2.25
15742,FF,2013-06-28,97.6,502582,L,2,0,0.4,1.07,2,6,347935,3,8,1,walk,14.0,B,,0.38,0.98
15743,FF,2013-06-28,98.8,502582,L,1,0,-1.4,1.22,2,6,347935,3,8,1,,14.0,B,,0.4,1.07
15744,FF,2013-06-28,97.6,502582,L,0,0,-1.55,2.17,2,6,347935,3,8,1,,13.0,B,,-1.4,1.22
15745,SI,2013-06-28,93.7,430001,R,3,2,-0.38,2.48,1,6,347935,3,8,1,,13.0,B,,-1.55,2.17
15746,SI,2013-06-28,98.4,430001,R,3,1,-0.39,1.53,1,6,347935,3,8,1,strikeout,4.0,S,,-0.38,2.48
15747,FF,2013-06-28,97.1,430001,R,2,1,0.35,1.23,1,6,347935,3,8,1,,7.0,S,,-0.39,1.53
15748,FF,2013-06-28,98.3,430001,R,1,1,-1.95,2.34,1,6,347935,3,8,1,,14.0,B,,0.35,1.23
15749,SI,2013-06-28,93.9,430001,R,0,1,-1.64,2.01,1,6,347935,3,8,1,,13.0,B,,-1.95,2.34
15750,KC,2013-06-28,83.9,430001,R,0,0,-0.92,2.35,1,6,347935,3,8,1,,13.0,B,,-1.64,2.01
15751,CH,2013-06-28,86.0,464433,L,0,0,-0.62,2.21,0,6,347935,3,8,1,,13.0,S,,-0.92,2.35
15752,FF,2013-06-28,95.8,518960,R,0,1,0.3,2.71,0,6,347935,3,8,0,field_out,4.0,X,fly_ball,-0.62,2.21
15753,FF,2013-06-28,95.2,518960,R,0,0,-0.4,3.74,0,6,347935,3,8,0,double,6.0,X,line_drive,0.3,2.71
15726,FF,2013-07-04,98.6,429667,L,1,2,0.44,3.97,2,1,348019,0,0,1,,,,,,
15727,SL,2013-07-04,88.6,429667,L,1,1,-0.09,2.74,2,1,348019,0,0,1,caught_stealing_2b,12.0,B,,0.44,3.97
15728,SL,2013-07-04,92.1,429667,L,0,1,1.74,1.25,2,1,348019,0,0,1,,5.0,S,,-0.09,2.74
15729,FF,2013-07-04,96.8,429667,L,0,0,-0.7,2.34,2,1,348019,0,0,1,,14.0,B,,1.74,1.25
15730,CH,2013-07-04,87.8,276519,L,0,2,-0.9,2.34,2,1,348019,0,0,0,,7.0,S,,-0.7,2.34
15731,CH,2013-07-04,89.1,276519,L,0,1,0.18,1.24,2,1,348019,0,0,0,single,13.0,X,line_drive,-0.9,2.34
15732,FF,2013-07-04,97.1,276519,L,0,0,0.12,2.92,1,1,348019,0,0,1,,14.0,S,,0.18,1.24
15733,CH,2013-07-04,88.0,400284,L,1,2,-1.79,2.32,0,1,348019,0,0,1,,2.0,S,,0.12,2.92
15734,SL,2013-07-04,89.8,400284,L,1,1,-0.19,1.5,0,1,348019,0,0,1,strikeout,13.0,S,,-1.79,2.32
15735,CH,2013-07-04,89.2,400284,L,0,1,-0.66,0.76,0,1,348019,0,0,1,,8.0,S,,-0.19,1.5
15736,FF,2013-07-04,94.1,400284,L,0,0,-0.45,1.89,0,1,348019,0,0,1,,13.0,B,,-0.66,0.76
15737,FF,2013-07-04,96.3,519184,L,0,1,0.62,1.78,0,1,348019,0,0,0,,7.0,S,,-0.45,1.89
15738,FF,2013-07-04,95.4,519184,L,0,0,0.07,2.88,0,1,348019,0,0,0,single,9.0,X,line_drive,0.62,1.78
15717,SL,2013-07-04,87.9,435623,R,0,2,1.21,1.62,2,2,348019,0,0,1,,,,,,
15718,SL,2013-07-04,88.8,435623,R,0,1,0.1,1.34,2,2,348019,0,0,1,field_out,14.0,X,line_drive,1.21,1.62
15719,FF,2013-07-04,96.7,435623,R,0,0,0.03,2.12,2,2,348019,0,0,1,,14.0,S,,0.1,1.34
15720,SL,2013-07-04,89.8,430321,R,1,2,1.11,1.71,1,2,348019,0,0,1,,5.0,S,,0.03,2.12
15721,SL,2013-07-04,90.4,430321,R,1,1,-0.51,3.0,1,2,348019,0,0,1,strikeout,14.0,S,,1.11,1.71
15722,FF,2013-07-04,95.0,430321,R,0,1,-0.16,1.65,1,2,348019,0,0,1,,1.0,S,,-0.51,3.0
15723,FF,2013-07-04,96.5,430321,R,0,0,-0.48,3.2,1,2,348019,0,0,1,,13.0,B,,-0.16,1.65
15724,CH,2013-07-04,86.7,502126,L,0,0,-0.43,2.29,0,2,348019,0,0,1,,1.0,S,,-0.48,3.2
15725,FF,2013-07-04,94.3,429667,L,0,0,0.41,2.94,0,2,348019,0,0,0,field_out,7.0,X,popup,-0.43,2.29
15702,SI,2013-07-04,98.8,276519,L,0,2,-0.22,3.25,2,3,348019,0,0,2,,,,,,
15703,FF,2013-07-04,97.3,276519,L,0,1,-0.44,2.56,2,3,348019,0,0,2,strikeout,2.0,S,,-0.22,3.25
15704,CH,2013-07-04,89.8,276519,L,0,0,-0.09,2.15,2,3,348019,0,0,2,,4.0,S,,-0.44,2.56
15705,SL,2013-07-04,92.0,400284,L,0,2,0.4,1.78,2,3,348019,0,0,1,,5.0,S,,-0.09,2.15
15706,CH,2013-07-04,87.6,400284,L,0,1,-1.12,1.59,2,3,348019,0,0,1,double,9.0,X,line_drive,0.4,1.78
15707,SL,2013-07-04,91.1,400284,L,0,0,-0.15,3.16,2,3,348019,0,0,1,,13.0,S,,-1.12,1.59
15708,SI,2013-07-04,96.5,519184,L,2,1,-0.4,1.03,2,3,348019,0,0,0,,5.0,S,,-0.15,3.16
15709,SL,2013-07-04,90.5,519184,L,1,1,-0.12,0.41,2,3,348019,0,0,0,single,13.0,X,line_drive,-0.4,1.03
15710,SL,2013-07-04,89.6,519184,L,0,1,-1.05,2.33,2,3,348019,0,0,0,,13.0,B,,-0.12,0.41
15711,FF,2013-07-04,95.1,519184,L,0,0,-0.22,2.75,2,3,348019,0,0,0,,11.0,B,,-1.05,2.33
15712,SL,2013-07-04,88.4,430935,L,1,2,0.63,2.78,1,3,348019,0,0,0,,2.0,S,,-0.22,2.75
15713,SI,2013-07-04,95.6,430935,L,1,1,-0.99,2.44,1,3,348019,0,0,0,strikeout,6.0,S,,0.63,2.78
15714,FF,2013-07-04,93.0,430935,L,1,0,-0.64,1.88,1,3,348019,0,0,0,,13.0,S,,-0.99,2.44
15715,FF,2013-07-04,93.0,430935,L,0,0,-0.49,3.37,1,3,348019,0,0,0,,7.0,S,,-0.64,1.88
15716,FF,2013-07-04,92.8,434563,R,0,0,-0.09,3.08,0,3,348019,0,0,0,,1.0,B,,-0.49,3.37
15694,SI,2013-07-04,96.6,430321,R,0,0,-0.52,2.13,2,4,348019,0,2,0,,,,,,
15695,CH,2013-07-04,87.4,502126,L,2,1,-0.59,2.55,1,4,348019,0,2,0,field_out,4.0,X,ground_ball,-0.52,2.13
15696,FF,2013-07-04,97.0,502126,L,1,1,0.4,1.19,1,4,348019,0,2,0,field_out,4.0,X,popup,-0.59,2.55
15697,FF,2013-07-04,96.8,502126,L,1,0,0.67,2.79,1,4,348019,0,2,0,,14.0,B,,0.4,1.19
15698,KC,2013-07-04,82.3,502126,L,0,0,-1.34,3.4,1,4,348019,0,2,0,,6.0,S,,0.67,2.79
15699,SI,2013-07-04,95.2,429667,L,2,0,-0.38,2.46,0,4,348019,0,2,0,,11.0,B,,-1.34,3.4
15700,CH,2013-07-04,85.7,429667,L,1,0,-1.15,1.29,0,4,348019,0,2,0,field_out,4.0,X,line_drive,-0.38,2.46
15701,KC,2013-07-04,80.6,429667,L,0,0,-1.81,3.71,0,4,348019,0,2,0,,13.0,B,,-1.15,1.29
15679,KC,2013-07-04,83.9,400284,L,1,2,-0.18,1.3,2,5,348019,1,2,1,,,,,,
15680,FF,2013-07-04,100.8,400284,L,1,2,-0.35,1.98,2,5,348019,1,2,1,field_out,13.0,X,ground_ball,-0.18,1.3
15681,KC,2013-07-04,84.6,400284,L,1,1,0.75,1.76,2,5,348019,1,2,1,,7.0,S,,-0.35,1.98
15682,CH,2013-07-04,88.4,400284,L,0,1,-0.77,0.9,2,5,348019,1,2,1,,9.0,S,,0.75,1.76
15683,CH,2013-07-04,90.3,400284,L,0,0,-1.06,2.21,2,5,348019,1,2,1,,13.0,B,,-0.77,0.9
15684,FF,2013-07-04,96.0,519184,L,1,0,0.19,2.73,2,5,348019,0,2,1,,13.0,S,,-1.06,2.21
15685,FF,2013-07-04,96.2,519184,L,0,0,-0.07,3.35,2,5,348019,0,2,1,single,2.0,X,line_drive,0.19,2.73
15686,FF,2013-07-04,95.0,430935,L,0,0,0.69,2.52,1,5,348019,0,2,1,,2.0,B,,-0.07,3.35
15687,FF,2013-07-04,96.6,434563,R,2,0,0.2,1.63,1,5,348019,0,2,0,sac_bunt,6.0,X,ground_ball,0.69,2.52
15688,FF,2013-07-04,97.4,434563,R,1,0,0.85,1.87,1,5,348019,0,2,0,single,8.0,X,ground_ball,0.2,1.63
15689,SL,2013-07-04,88.9,434563,R,0,0,2.14,1.49,1,5,348019,0,2,0,,14.0,B,,0.85,1.87
15690,SI,2013-07-04,97.5,435623,R,2,1,-0.19,2.01,0,5,348019,0,2,0,,14.0,B,,2.14,1.49
15691,SL,2013-07-04,89.5,435623,R,1,1,-0.51,1.08,0,5,348019,0,2,0,field_out,8.0,X,ground_ball,-0.19,2.01
15692,FF,2013-07-04,95.5,435623,R,1,0,-0.07,2.08,0,5,348019,0,2,0,,13.0,B,,-0.51,1.08
15693,FF,2013-07-04,95.1,435623,R,0,0,-0.14,4.07,0,5,348019,0,2,0,,8.0,S,,-0.07,2.08
15661,FF,2013-07-04,98.5,502126,L,3,2,0.41,1.43,1,6,348019,1,2,1,,,,,,
15662,FF,2013-07-04,100.3,502126,L,3,2,0.15,2.86,1,6,348019,1,2,1,single,14.0,X,ground_ball,0.41,1.43
15663,FF,2013-07-04,97.3,502126,L,3,1,-0.33,2.21,1,6,348019,1,2,1,,5.0,S,,0.15,2.86
15664,SI,2013-07-04,94.2,502126,L,3,0,-0.24,2.19,1,6,348019,1,2,1,,7.0,S,,-0.33,2.21
15665,FF,2013-07-04,99.6,502126,L,2,0,-0.01,1.37,1,6,348019,1,2,1,,8.0,S,,-0.24,2.19
15666,CH,2013-07-04,89.3,502126,L,1,0,-1.05,1.14,1,6,348019,1,2,1,,13.0,B,,-0.01,1.37
15667,SL,2013-07-04,91.5,502126,L,0,0,0.92,0.9,1,6,348019,1,2,1,,13.0,B,,-1.05,1.14
15668,CH,2013-07-04,88.3,429667,L,3,2,-1.06,2.95,1,6,348019,1,2,0,,14.0,B,,0.92,0.9
15669,SL,2013-07-04,90.6,429667,L,3,2,0.5,2.22,1,6,348019,1,2,0,walk,13.0,B,,-1.06,2.95
15670,FF,2013-07-04,97.7,429667,L,2,2,0.74,1.89,1,6,348019,1,2,0,,9.0,S,,0.5,2.22
15671,FF,2013-07-04,97.4,429667,L,1,2,0.59,3.44,1,6,348019,1,2,0,,14.0,B,,0.74,1.89
15672,FF,2013-07-04,98.4,429667,L,0,2,-0.14,4.54,1,6,348019,1,2,0,,3.0,B,,0.59,3.44
15673,KC,2013-07-04,84.0,429667,L,0,1,0.42,1.43,1,6,348019,1,2,0,,11.0,B,,-0.14,4.54
15674,SL,2013-07-04,91.2,429667,L,0,0,0.46,2.29,1,6,348019,1,2,0,,14.0,S,,0.42,1.43
15675,KC,2013-07-04,83.6,276519,L,1,2,-0.28,0.82,0,6,348019,1,2,0,,6.0,S,,0.46,2.29
15676,SI,2013-07-04,96.5,276519,L,1,1,-0.4,2.64,0,6,348019,1,2,0,strikeout,13.0,S,,-0.28,0.82
15677,KC,2013-07-04,82.3,276519,L,0,1,-1.33,2.97,0,6,348019,1,2,0,,4.0,S,,-0.4,2.64
15678,FF,2013-07-04,96.5,276519,L,0,0,0.3,2.91,0,6,348019,1,2,0,,11.0,B,,-1.33,2.97
15639,CH,2013-07-09,88.5,444379,L,1,2,-0.6,1.99,2,1,348090,0,0,3,,,,,,
15640,CH,2013-07-09,88.2,444379,L,1,1,-0.85,2.51,2,1,348090,0,0,3,strikeout,7.0,S,,-0.6,1.99
15641,SI,2013-07-09,94.7,444379,L,1,0,-1.22,1.7,2,1,348090,0,0,3,,13.0,S,,-0.85,2.51
15642,FF,2013-07-09,98.6,444379,L,0,0,0.44,1.49,2,1,348090,0,0,3,,13.0,S,,-1.22,1.7
